primary_alias_key,row_count,first_date_iso,last_date_iso,channel_bucket_top,product_family_top,suggested_grade_top,landing_paths,ledger_path_candidates,example_management_memo,example_generated_url,existing_mapping_status,existing_selected_campaign_id,existing_selected_campaign_name,existing_confidence,existing_review_reason,next_join_key_recommendation
brandconnect_ddi_igg,1,,,other_utm,igg,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,상위노출_바이오컴_블로그 띠욤_음식물과민증검사,https://biocom.kr/shop_view?idx=85&utm_source=brandconnect_ddi_igg&utm_medium=brandconnect_ddi_igg&utm_campaign=brandconnect_ddi_igg&utm_content=brandconnect_ddi_igg,,,,,,landing_path + channel rule
brandconnect_dtemom_igg,1,2026-05-12,2026-05-12,other_utm,igg,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,상위노출_바이오컴_블로그 득템이맘_음식물과민증검사,https://biocom.kr/shop_view?idx=85&utm_source=brandconnect_dtemom_igg&utm_medium=brandconnect_dtemom_igg&utm_campaign=brandconnect_dtemom_igg&utm_content=brandconnect_dtemom_igg,,,,,,landing_path + channel rule
brandconnect_ganman_igg,1,2026-04-13,2026-04-13,other_utm,igg,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,상위노출_바이오컴_블로그 간만_음식물과민증검사,https://biocom.kr/shop_view?idx=85&utm_source=brandconnect_ganman_igg&utm_medium=brandconnect_ganman_igg&utm_campaign=brandconnect_ganman_igg&utm_content=brandconnect_ganman_igg,,,,,,landing_path + channel rule
brandconnect_guniyeoni_jongdae,1,,,other_utm,organicacid,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,브랜드커넥트_바이오컴_구니여니_종대사,https://biocom.kr/shop_view?idx=259&utm_source=brandconnect_guniyeoni_jongdae&utm_medium=brandconnect_guniyeoni_jongdae&utm_campaign=brandconnect_guniyeoni_jongdae&utm_content=brandconnect_guniyeoni_jongdae,,,,,,landing_path + channel rule
brandconnect_hansori_igg,1,2026-04-15,2026-04-15,other_utm,igg,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,상위노출_바이오컴_블로그 한소리_음식물과민증검사,https://biocom.kr/shop_view?idx=85&utm_source=brandconnect_hansori_igg&utm_medium=brandconnect_hansori_igg&utm_campaign=brandconnect_hansori_igg&utm_content=brandconnect_hansori_igg,,,,,,landing_path + channel rule
brandconnect_happybitna_jongdae,1,2026-04-27,2026-04-27,other_utm,organicacid,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,브랜드커넥트_바이오컴_happy_bitna_종대사,https://biocom.kr/shop_view?idx=259&utm_source=brandconnect_happybitna_jongdae&utm_medium=brandconnect_happybitna_jongdae&utm_campaign=brandconnect_happybitna_jongdae&utm_content=brandconnect_happybitna_jongdae,,,,,,landing_path + channel rule
brandconnect_healthmag_igg,1,2026-04-22,2026-04-22,other_utm,igg,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,상위노출_바이오컴_블로그 건강매거진_음식물과민증검사,https://biocom.kr/shop_view?idx=85&utm_source=brandconnect_healthmag_igg&utm_medium=brandconnect_healthmag_igg&utm_campaign=brandconnect_healthmag_igg&utm_content=brandconnect_healthmag_igg,,,,,,landing_path + channel rule
brandconnect_igg_251021,1,,,other_utm,igg,C_landing_alias_candidate,/igg_store,/igg_store;/iggstore,음과검체험단_혜리체질검사_브컨,https://biocom.kr/igg_store/?idx=85&utm_source=brandconnect_igg_251021&utm_medium=brandconnect_igg_251021&utm_campaign=brandconnect_igg_251021&utm_content=brandconnect_igg_251021,,,,,,landing_path + channel rule
brandconnect_iksk_igg,1,2026-04-14,2026-04-14,other_utm,igg,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,상위노출_바이오컴_블로그 이익숙_음식물과민증검사,https://biocom.kr/shop_view?idx=85&utm_source=brandconnect_iksk_igg&utm_medium=brandconnect_iksk_igg&utm_campaign=brandconnect_iksk_igg&utm_content=brandconnect_iksk_igg,,,,,,landing_path + channel rule
brandconnect_itsmeyuriwon_jongdae,1,2026-04-30,2026-04-30,other_utm,organicacid,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,브랜드커넥트_바이오컴_itsmeyuriwon_종대사,https://biocom.kr/shop_view?idx=259&utm_source=brandconnect_itsmeyuriwon_jongdae&utm_medium=brandconnect_itsmeyuriwon_jongdae&utm_campaign=brandconnect_itsmeyuriwon_jongdae&utm_content=brandconnect_itsmeyuriwon_jongdae,,,,,,landing_path + channel rule
brandconnect_jongho,1,2026-03-27,2026-03-27,other_utm,unknown,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,브랜드커넥트_종호균,https://biocom.kr/shop_view?idx=251&utm_source=brandconnect_jongho&utm_medium=brandconnect_jongho&utm_campaign=brandconnect_jongho&utm_content=brandconnect_jongho,,,,,,landing_path + channel rule
brandconnect_jongho_land,1,2026-04-17,2026-04-17,other_utm,unknown,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,브랜드커넥트_종호균_랜디,https://biocom.kr/shop_view?idx=251&utm_source=brandconnect_jongho_land&utm_medium=brandconnect_jongho_land&utm_campaign=brandconnect_jongho_land&utm_content=brandconnect_jongho_land,,,,,,landing_path + channel rule
brandconnect_jongho_okit,1,,,other_utm,service_or_kit,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,브랜드커넥트_종호균_랜디,https://biocom.kr/shop_view?idx=251&utm_source=brandconnect_jongho_okit&utm_medium=brandconnect_jongho_okit&utm_campaign=brandconnect_jongho_okit&utm_content=brandconnect_jongho_okit,,,,,,landing_path + channel rule
brandconnect_kimseoyn_igg,1,2026-04-22,2026-04-22,other_utm,igg,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,상위노출_바이오컴_블로그 김서연_음식물과민증검사,https://biocom.kr/shop_view?idx=85&utm_source=brandconnect_kimseoyn_igg&utm_medium=brandconnect_kimseoyn_igg&utm_campaign=brandconnect_kimseoyn_igg&utm_content=brandconnect_kimseoyn_igg,,,,,,landing_path + channel rule
brandconnect_leejy_jongdae,1,,,other_utm,organicacid,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,브랜드커넥트_바이오컴_이자영세계여행프로젝트_종대사,https://biocom.kr/shop_view?idx=259&utm_source=brandconnect_leejy_jongdae&utm_medium=brandconnect_leejy_jongdae&utm_campaign=brandconnect_leejy_jongdae&utm_content=brandconnect_leejy_jongdae,,,,,,landing_path + channel rule
brandconnect_mailhyg_igg,1,2026-05-04,2026-05-04,other_utm,igg,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,상위노출_바이오컴_블로그 메일향_음식물과민증검사,https://biocom.kr/shop_view?idx=85&utm_source=brandconnect_mailhyg_igg&utm_medium=brandconnect_mailhyg_igg&utm_campaign=brandconnect_mailhyg_igg&utm_content=brandconnect_mailhyg_igg,,,,,,landing_path + channel rule
brandconnect_mintmilk_jongdae,1,,,other_utm,organicacid,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,"브랜드커넥트_바이오컴_민트우유의, 늘 자연스럽게 살자_종대사",https://biocom.kr/shop_view?idx=259&utm_source=brandconnect_mintmilk_jongdae&utm_medium=brandconnect_mintmilk_jongdae&utm_campaign=brandconnect_mintmilk_jongdae&utm_content=brandconnect_mintmilk_jongdae,,,,,,landing_path + channel rule
brandconnect_monmoi_igg,1,,,other_utm,igg,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,상위노출_바이오컴_블로그 몬모이_음식물과민증검사,https://biocom.kr/shop_view?idx=85&utm_source=brandconnect_monmoi_igg&utm_medium=brandconnect_monmoi_igg&utm_campaign=brandconnect_monmoi_igg&utm_content=brandconnect_monmoi_igg,,,,,,landing_path + channel rule
brandconnect_nakyo_igg,1,2026-04-21,2026-04-21,other_utm,igg,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,상위노출_바이오컴_블로그 나교_음식물과민증검사,https://biocom.kr/shop_view?idx=85&utm_source=brandconnect_nakyo_igg&utm_medium=brandconnect_nakyo_igg&utm_campaign=brandconnect_nakyo_igg&utm_content=brandconnect_nakyo_igg,,,,,,landing_path + channel rule
brandconnect_parkjinsol_igg,1,,,other_utm,igg,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,상위노출_바이오컴_블로그 박진솔_음식물과민증검사,https://biocom.kr/shop_view?idx=85&utm_source=brandconnect_parkjinsol_igg&utm_medium=brandconnect_parkjinsol_igg&utm_campaign=brandconnect_parkjinsol_igg&utm_content=brandconnect_parkjinsol_igg,,,,,,landing_path + channel rule
brandconnect_pland_jongdae,1,,,other_utm,organicacid,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,브랜드커넥트_바이오컴_뷰티플랜디_종대사,https://biocom.kr/shop_view?idx=259&utm_source=brandconnect_pland_jongdae&utm_medium=brandconnect_pland_jongdae&utm_campaign=brandconnect_pland_jongdae&utm_content=brandconnect_pland_jongdae,,,,,,landing_path + channel rule
brandconnect_reset_251204,1,,,other_utm,unknown,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,브랜드커넥트_리셋데이_251204,https://biocom.kr/shop_view/?idx=409&utm_source=brandconnect_reset_251204&utm_medium=brandconnect_reset_251204&utm_campaign=brandconnect_reset_251204&utm_content=brandconnect_reset_251204,,,,,,landing_path + channel rule
brandconnect_reset_251211,1,,,other_utm,unknown,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,브랜드커넥트_리셋데이_251211,https://biocom.kr/shop_view/?idx=409&utm_source=brandconnect_reset_251211&utm_medium=brandconnect_reset_251211&utm_campaign=brandconnect_reset_251211&utm_content=brandconnect_reset_251211,,,,,,landing_path + channel rule
brandconnect_sangsang_jongdae,1,,,other_utm,organicacid,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,브랜드커넥트_바이오컴_상상이 현실이 되는_종대사,https://biocom.kr/shop_view?idx=259&utm_source=brandconnect_sangsang_jongdae&utm_medium=brandconnect_sangsang_jongdae&utm_campaign=brandconnect_sangsang_jongdae&utm_content=brandconnect_sangsang_jongdae,,,,,,landing_path + channel rule
brandconnect_sorunj_jongdae,1,,,other_utm,organicacid,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,브랜드커넥트_바이오컴_소루앤제이의라이프스타일이야기_종대사,https://biocom.kr/shop_view?idx=259&utm_source=brandconnect_sorunj_jongdae&utm_medium=brandconnect_sorunj_jongdae&utm_campaign=brandconnect_sorunj_jongdae&utm_content=brandconnect_sorunj_jongdae,,,,,,landing_path + channel rule
brandconnect_sweetbasil_jongdae,1,,,other_utm,organicacid,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,브랜드커넥트_바이오컴_스윗바질_종대사,https://biocom.kr/shop_view?idx=259&utm_source=brandconnect_sweetbasil_jongdae&utm_medium=brandconnect_sweetbasil_jongdae&utm_campaign=brandconnect_sweetbasil_jongdae&utm_content=brandconnect_sweetbasil_jongdae,,,,,,landing_path + channel rule
brandconnect_syeoa_igg,1,,,other_utm,igg,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,상위노출_바이오컴_블로그 셔아_음식물과민증검사,https://biocom.kr/shop_view?idx=85&utm_source=brandconnect_syeoa_igg&utm_medium=brandconnect_syeoa_igg&utm_campaign=brandconnect_syeoa_igg&utm_content=brandconnect_syeoa_igg,,,,,,landing_path + channel rule
brandconnect_toraeng_igg,1,,,other_utm,igg,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,상위노출_바이오컴_블로그 토랭이_음식물과민증검사,https://biocom.kr/shop_view?idx=85&utm_source=brandconnect_toraeng_igg&utm_medium=brandconnect_toraeng_igg&utm_campaign=brandconnect_toraeng_igg&utm_content=brandconnect_toraeng_igg,,,,,,landing_path + channel rule
brandconnect_yesika_jongdae,1,,,other_utm,organicacid,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,브랜드커넥트_바이오컴_예시카의 이층집_종대사,https://biocom.kr/shop_view?idx=259&utm_source=brandconnect_yesika_jongdae&utm_medium=brandconnect_yesika_jongdae&utm_campaign=brandconnect_yesika_jongdae&utm_content=brandconnect_yesika_jongdae,,,,,,landing_path + channel rule
cacao_crm_fitborn_button,1,2024-03-22,2024-03-22,other_utm,unknown,C_landing_alias_candidate,/fitpaws,/fitpaws,미니핏본&핏본 15% 이벤트 버튼,https://biocompet.kr/fitpaws?utm_source=cacao_crm_fitborn_button&utm_medium=cacao_crm_fitborn_button&utm_campaign=cacao_crm_fitborn_button&utm_content=cacao_crm_fitborn_button,,,,,,landing_path + channel rule
cacao_crm_fitborn_main,1,2024-03-22,2024-03-22,other_utm,unknown,C_landing_alias_candidate,/fitpaws,/fitpaws,미니핏본&핏본 15% 이벤트 메인,https://biocompet.kr/fitpaws?utm_source=cacao_crm_fitborn_main&utm_medium=cacao_crm_fitborn_main&utm_campaign=cacao_crm_fitborn_main&utm_content=cacao_crm_fitborn_main,,,,,,landing_path + channel rule
cart+hour_pet,1,2024-10-22,2024-10-22,other_utm,unknown,C_landing_alias_candidate,/shop_cart,/shop_cart;/shopcart,장바구니 미구매+1시간 후 캠페인,https://biocompet.kr/shop_cart?utm_source=cart%2Bhour_pet&utm_medium=cart%2Bhour_pet&utm_campaign=cart%2Bhour_pet&utm_content=cart%2Bhour_pet,,,,,,landing_path + channel rule
chance_blog_organicacid,1,2025-02-19,2025-02-19,other_utm,organicacid,C_landing_alias_candidate,/organicacid_store,/organicacid_store;/organicacidstore,찬스 구매평+블로그_종합대사기능분석,https://biocom.kr/organicacid_store/?idx=259&utm_source=chance_blog_organicacid&utm_medium=chance_blog_organicacid&utm_campaign=chance_blog_organicacid&utm_content=chance_blog_organicacid,,,,,,landing_path + channel rule
channeltalk_Diet_mineral,1,,,other_utm,mineral,C_landing_alias_candidate,/mineraltest_store,/mineraltest_store;/mineralteststore,채널톡_다이어트정체기_영양중금속,https://biocom.kr/mineraltest_store/?idx=6&utm_source=channeltalk_diet%20failure_mineral&utm_medium=channeltalk_diet_mineral&utm_campaign=channeltalk_Diet_mineral&utm_content=channeltalk_Diet_mineral,,,,,,landing_path + channel rule
channeltalk_Diet_organicacid,1,,,other_utm,organicacid,C_landing_alias_candidate,/organicacid_store,/organicacid_store;/organicacidstore,채널톡_다이어트정체기_대사기능,https://biocom.kr/organicacid_store/?idx=259&utm_source=channeltalk_diet%20failure_organicacid&utm_medium=channeltalk_diet_organicacid&utm_campaign=channeltalk_Diet_organicacid&utm_content=channeltalk_Diet_organicacid,,,,,,landing_path + channel rule
channeltalk_Dubrook_igg,1,,,other_utm,igg,C_landing_alias_candidate,/igg_store,/igg_store;/iggstore,채널톡_더부룩_음식물,https://biocom.kr/igg_store/?idx=85&utm_source=channeltalk_dubrook_igg&utm_medium=channeltalk_dubrook_igg&utm_campaign=channeltalk_Dubrook_igg&utm_content=channeltalk_Dubrook_igg,,,,,,landing_path + channel rule
channeltalk_Dubrook_microbiome,1,,,other_utm,unknown,C_landing_alias_candidate,/microbiome,/microbiome,채널톡_더부룩_장내세균,https://biocom.kr/microbiome/?idx=12&utm_source=channeltalk_dubrook_microbiome&utm_medium=channeltalk_dubrook_microbiome&utm_campaign=channeltalk_Dubrook_microbiome&utm_content=channeltalk_Dubrook_microbiome,,,,,,landing_path + channel rule
channeltalk_Helpless_hormon,1,,,other_utm,hormone,C_landing_alias_candidate,/hormon_store,/hormon_store;/hormonstore,채널톡_무기력_스트레스노화,https://biocom.kr/hormon_store/?idx=219&utm_source=channeltalk_helpless_hormon&utm_medium=channeltalk_helpless_hormon&utm_campaign=channeltalk_Helpless_hormon&utm_content=channeltalk_Helpless_hormon,,,,,,landing_path + channel rule
channeltalk_Helpless_organicacid,1,,,other_utm,organicacid,C_landing_alias_candidate,/organicacid_store,/organicacid_store;/organicacidstore,채널톡_무기력_대사기능,https://biocom.kr/organicacid_store/?idx=259&utm_source=channeltalk_helpless_organicacid&utm_medium=channeltalk_helpless_organicacid&utm_campaign=channeltalk_Helpless_organicacid&utm_content=channeltalk_Helpless_organicacid,,,,,,landing_path + channel rule
channeltalk_Tickling_igg,1,,,other_utm,igg,C_landing_alias_candidate,/igg_store,/igg_store;/iggstore,채널톡_간질간질_음식물,https://biocom.kr/igg_store/?idx=85&utm_source=channeltalk_tickling_igg&utm_medium=channeltalk_tickling_igg&utm_campaign=channeltalk_Tickling_igg&utm_content=channeltalk_Tickling_igg,,,,,,landing_path + channel rule
channeltalk_Tickling_microbiome,1,,,other_utm,unknown,C_landing_alias_candidate,/microbiome,/microbiome,채널톡_간질간질_장내세균,https://biocom.kr/microbiome/?idx=12&utm_source=channeltalk_tickling_microbiome&utm_medium=channeltalk_tickling_microbiome&utm_campaign=channeltalk_Tickling_microbiome&utm_content=channeltalk_Tickling_microbiome,,,,,,landing_path + channel rule
channeltalk_concentration_hormon,1,,,other_utm,hormone,C_landing_alias_candidate,/hormon_store,/hormon_store;/hormonstore,채널톡_집중력_스트레스노화,https://biocom.kr/hormon_store/?idx=219&utm_source=channeltalk_concentration_hormon&utm_medium=channeltalk_concentration_hormon&utm_campaign=channeltalk_concentration_hormon&utm_content=channeltalk_concentration_hormon,,,,,,landing_path + channel rule
channeltalk_concentration_mineral,1,2024-11-26,2024-11-26,other_utm,mineral,C_landing_alias_candidate,/mineraltest_store,/mineraltest_store;/mineralteststore,채널톡_집중력_영양중금속,https://biocom.kr/mineraltest_store/?idx=6&utm_source=channeltalk_concentration_mineral&utm_medium=channeltalk_concentration_mineral&utm_campaign=channeltalk_concentration_mineral&utm_content=channeltalk_concentration_mineral,,,,,,landing_path + channel rule
channeltalk_constipation_igg,1,,,other_utm,igg,C_landing_alias_candidate,/igg_store,/igg_store;/iggstore,채널톡_변비_음식물,https://biocom.kr/igg_store/?idx=85&utm_source=channeltalk_constipation_igg&utm_medium=channeltalk_constipation_igg&utm_campaign=channeltalk_constipation_igg&utm_content=channeltalk_constipation_igg,,,,,,landing_path + channel rule
channeltalk_constipation_microbiome,1,,,other_utm,unknown,C_landing_alias_candidate,/microbiome,/microbiome,채널톡_변비_장내세균,https://biocom.kr/microbiome/?idx=12&utm_source=channeltalk_constipation_microbiome&utm_medium=channeltalk_constipation_microbiome&utm_campaign=channeltalk_constipation_microbiome&utm_content=channeltalk_constipation_microbiome,,,,,,landing_path + channel rule
channeltalk_elasticity_hormon,1,,,other_utm,hormone,C_landing_alias_candidate,/hormon_store,/hormon_store;/hormonstore,채널톡_피부탄력_스트레스노화,https://biocom.kr/hormon_store/?idx=219&utm_source=channeltalk_elasticity_hormon&utm_medium=channeltalk_elasticity_hormon&utm_campaign=channeltalk_elasticity_hormon&utm_content=channeltalk_elasticity_hormon,,,,,,landing_path + channel rule
channeltalk_elasticity_organicacid,1,,,other_utm,organicacid,C_landing_alias_candidate,/organicacid_store,/organicacid_store;/organicacidstore,채널톡_피부탄력_대사기능,https://biocom.kr/organicacid_store/?idx=259&utm_source=channeltalk_elasticity_organicacid&utm_medium=channeltalk_elasticity_organicacid&utm_campaign=channeltalk_elasticity_organicacid&utm_content=channeltalk_elasticity_organicacid,,,,,,landing_path + channel rule
channeltalk_headache_igg,1,,,other_utm,igg,C_landing_alias_candidate,/igg_store,/igg_store;/iggstore,채널톡_두통_음식물,https://biocom.kr/igg_store/?idx=85&utm_source=channeltalk_headache_igg&utm_medium=channeltalk_headache_igg&utm_campaign=channeltalk_headache_igg&utm_content=channeltalk_headache_igg,,,,,,landing_path + channel rule
channeltalk_headache_mineral,1,,,other_utm,mineral,C_landing_alias_candidate,/mineraltest_store,/mineraltest_store;/mineralteststore,채널톡_두통_영양중금속,https://biocom.kr/mineraltest_store/?idx=6&utm_source=channeltalk_headache_mineral&utm_medium=channeltalk_headache_mineral&utm_campaign=channeltalk_headache_mineral&utm_content=channeltalk_headache_mineral,,,,,,landing_path + channel rule
channeltalk_immunity_microbiome,1,,,other_utm,unknown,C_landing_alias_candidate,/microbiome,/microbiome,채널톡_면역력_장내세균,https://biocom.kr/microbiome/?idx=12&utm_source=channeltalk_immunity_microbiome&utm_medium=channeltalk_immunity_microbiome&utm_campaign=channeltalk_immunity_microbiome&utm_content=channeltalk_immunity_microbiome,,,,,,landing_path + channel rule
channeltalk_immunity_organicacid,1,,,other_utm,organicacid,C_landing_alias_candidate,/organicacid_store,/organicacid_store;/organicacidstore,채널톡_면역력_대사기능,https://biocom.kr/organicacid_store/?idx=259&utm_source=channeltalk_immunity_organicacid&utm_medium=channeltalk_immunity_organicacid&utm_campaign=channeltalk_immunity_organicacid&utm_content=channeltalk_immunity_organicacid,,,,,,landing_path + channel rule
channeltalk_insomnia_hormon,1,,,other_utm,hormone,C_landing_alias_candidate,/hormon_store,/hormon_store;/hormonstore,채널톡_불면증_스트레스노화,https://biocom.kr/hormon_store/?idx=219&utm_source=channeltalk_insomnia_hormon&utm_medium=channeltalk_insomnia_hormon&utm_campaign=channeltalk_insomnia_hormon&utm_content=channeltalk_insomnia_hormon,,,,,,landing_path + channel rule
channeltalk_insomnia_mineral,1,,,other_utm,mineral,C_landing_alias_candidate,/mineraltest_store,/mineraltest_store;/mineralteststore,채널톡_불면증_영양중금,https://biocom.kr/mineraltest_store/?idx=6&utm_source=channeltalk_insomnia_mineral&utm_medium=channeltalk_insomnia_mineral&utm_campaign=channeltalk_insomnia_mineral&utm_content=channeltalk_insomnia_mineral,,,,,,landing_path + channel rule
channeltalk_subscription_new,1,,,other_utm,unknown,C_landing_alias_candidate,/subscription,/subscription,"기존 정기구독 전화종료 후, 발송링크(신규정기구독 페이지)",https://biocom.kr/subscription?utm_source=channeltalk_subscription_new&utm_medium=channeltalk_subscription_new&utm_campaign=channeltalk_subscription_new&utm_content=channeltalk_subscription_new,,,,,,landing_path + channel rule
clean_inner_ddi,1,,,other_utm,unknown,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,클린이너뷰티세트_띠배너,https://biocom.kr/shop_view/?idx=407&utm_source=clean_inner_ddi&utm_medium=clean_inner_ddi&utm_campaign=clean_inner_ddi&utm_content=clean_inner_ddi,,,,,,landing_path + channel rule
clean_prepurchase_crm,1,2024-04-01,2024-04-01,other_utm,unknown,C_landing_alias_candidate,/supplements,/supplements,클린밸런스 사전예약 crm,https://biocom.kr/supplements/?idx=172&utm_source=clean_prepurchase_crm&utm_medium=clean_prepurchase_crm&utm_campaign=clean_prepurchase_crm&utm_content=clean_prepurchase_crm,,,,,,landing_path + channel rule
clean_prepurchase_crm_button,1,2024-04-01,2024-04-01,other_utm,unknown,C_landing_alias_candidate,/supplements,/supplements,클린밸런스 사전예약 crm 버튼,https://biocom.kr/supplements/?idx=172&utm_source=clean_prepurchase_crm_button&utm_medium=clean_prepurchase_crm_button&utm_campaign=clean_prepurchase_crm_button&utm_content=clean_prepurchase_crm_button,,,,,,landing_path + channel rule
climateapp_main_hormone_insomnia,1,,,other_utm,hormone,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,앱광고_메인 팝업_종호균_갱년기수면,https://biocom.kr/shop_view?idx=251&utm_source=climateapp_main_hormone_insomnia&utm_medium=climateapp_main_hormone_insomnia&utm_campaign=climateapp_main_hormone_insomnia&utm_content=climateapp_main_hormone_insomnia,,,,,,landing_path + channel rule
climateapp_main_hormone_sweat,1,,,other_utm,hormone,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,앱광고_메인 팝업_종호균_갱년기더위,https://biocom.kr/shop_view?idx=251&utm_source=climateapp_main_hormone_sweat&utm_medium=climateapp_main_hormone_sweat&utm_campaign=climateapp_main_hormone_sweat&utm_content=climateapp_main_hormone_sweat,,,,,,landing_path + channel rule
climateapp_main_igg_aging,1,,,other_utm,igg,C_landing_alias_candidate,/igg_store,/igg_store;/iggstore,앱광고_메인 팝업_음과검_나잇살,https://biocom.kr/igg_store/?idx=85&utm_source=climateapp_main_igg_aging&utm_medium=climateapp_main_igg_aging&utm_campaign=climateapp_main_igg_aging&utm_content=climateapp_main_igg_aging,,,,,,landing_path + channel rule
climateapp_main_igg_lovehandle,1,,,other_utm,igg,C_landing_alias_candidate,/igg_store,/igg_store;/iggstore,앱광고_메인 팝업_음과검_옆구리,https://biocom.kr/igg_store/?idx=85&utm_source=climateapp_main_igg_lovehandle&utm_medium=climateapp_main_igg_lovehandle&utm_campaign=climateapp_main_igg_lovehandle&utm_content=climateapp_main_igg_lovehandle,,,,,,landing_path + channel rule
climateapp_sub_hormone_insomnia,1,,,other_utm,hormone,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,앱광고_서브 롤링_종호균_갱년기수면,https://biocom.kr/shop_view?idx=251&utm_source=climateapp_sub_hormone_insomnia&utm_medium=climateapp_sub_hormone_insomnia&utm_campaign=climateapp_sub_hormone_insomnia&utm_content=climateapp_sub_hormone_insomnia,,,,,,landing_path + channel rule
climateapp_sub_hormone_sweat,1,,,other_utm,hormone,C_landing_alias_candidate,/shop_view,/shop_view;/shopview,앱광고_서브 롤링_종호균_갱년기더위,https://biocom.kr/shop_view?idx=251&utm_source=climateapp_sub_hormone_sweat&utm_medium=climateapp_sub_hormone_sweat&utm_campaign=climateapp_sub_hormone_sweat&utm_content=climateapp_sub_hormone_sweat,,,,,,landing_path + channel rule
climateapp_sub_igg_aging,1,,,other_utm,igg,C_landing_alias_candidate,/igg_store,/igg_store;/iggstore,앱광고_서브 롤링_음과검_나잇살,https://biocom.kr/igg_store/?idx=85&utm_source=climateapp_sub_igg_aging&utm_medium=climateapp_sub_igg_aging&utm_campaign=climateapp_sub_igg_aging&utm_content=climateapp_sub_igg_aging,,,,,,landing_path + channel rule
climateapp_sub_igg_lovehandle,1,,,other_utm,igg,C_landing_alias_candidate,/igg_store,/igg_store;/iggstore,앱광고_서브 롤링_음과검_옆구리,https://biocom.kr/igg_store/?idx=85&utm_source=climateapp_sub_igg_lovehandle&utm_medium=climateapp_sub_igg_lovehandle&utm_campaign=climateapp_sub_igg_lovehandle&utm_content=climateapp_sub_igg_lovehandle,,,,,,landing_path + channel rule
crm,3,2023-11-29,2023-12-05,kakao_crm_or_ad,unknown,C_landing_alias_candidate,/652;/shop_view;/thecleancoffee_store,/652;/shop_view;/shopview;/thecleancoffee_store;/thecleancoffeestore,[리마인드] 블랙프라이데이 crm 80%,https://biocom.kr/652?utm_source=kakao&utm_medium=message&utm_campaign=crm&utm_content=black_friday_80_remind,,,,,,landing_path + channel rule
crm_11end_64off,1,,,other_utm,unknown,C_landing_alias_candidate,/supplements,/supplements,CRM_바이오컴_11월 종료임박_64%버튼,https://biocom.kr/supplements?utm_source=crm_11end_64off&utm_medium=crm_11end_64off&utm_campaign=crm_11end_64off&utm_content=crm_11end_64off,,,,,,landing_path + channel rule
crm_11end_9900,1,,,other_utm,igg,C_landing_alias_candidate,/igg_store,/igg_store;/iggstore,CRM_바이오컴_11월 종료임박_9900원버튼,https://biocom.kr/igg_store/?idx=85&utm_source=crm_11end_9900&utm_medium=crm_11end_9900&utm_campaign=crm_11end_9900&utm_content=crm_11end_9900,,,,,,landing_path + channel rule
crm_12m_healthsupport_1209,4,,,other_utm,unknown,C_landing_alias_candidate,/p/DR3vVdcEX1x;/shop_view;/wintersolution,/p/DR3vVdcEX1x;/shop_view;/shopview;/wintersolution,CRM_바이오컴_12월 건강지원1,https://biocom.kr/wintersolution?utm_source=crm_12m_healthsupport_1209&utm_medium=crm_12m_healthsupport_1209&utm_campaign=crm_12m_healthsupport_1209&utm_content=crm_12m_healthsupport_1209,,,,,,landing_path + channel rule
crm_2025awards_bioservice,1,,,other_utm,service_or_kit,C_landing_alias_candidate,/service,/service,CRM_바이오컴_연말_검사권,https://biocom.kr/service?utm_source=crm_2025awards_bioservice&utm_medium=crm_2025awards_bioservice&utm_campaign=crm_2025awards_bioservice&utm_content=crm_2025awards_bioservice,,,,,,landing_path + channel rule
