run_at_kst,source_window,account_id,candidate_alias_key,candidate_in_utm_dictionary,candidate_landing_paths,candidate_example_url,match_grade,match_type,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,meta_status,meta_effective_status,currently_operating_status,last30_in_diagnostics,last30_spend,last30_att_revenue,last30_att_orders,last30_match_rate,meta_url_fields,meta_url_or_tags_sample,extracted_param_values,extracted_landing_paths,join_reason,growth_team_action
2026-05-23 12:36:22 KST,Meta API /ads read-only snapshot 2026-05-23 12:32 KST + diagnostics window 2026-04-23~2026-05-22 KST,act_3138805896402376,(generic_placeholder),N,,,D_placeholder_needs_review,Active Meta URL Parameters placeholder,120244876670640396,meta_biocom_acid_260504,120245053918020396,meta_biocom_acid_image_muscle_260507,120245053918050396,meta_biocom_acid_musclestory1_260507,ACTIVE,ACTIVE,Y,Y,38610,295020,1,100,url_tags,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYMWDZLDGMk/,meta;meta_biocom_광고별칭;paid_social;{{ad.id}};{{adset.id}};{{campaign.id}};{{placement}};{{site_source_name}},,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.
2026-05-23 12:36:22 KST,Meta API /ads read-only snapshot 2026-05-23 12:32 KST + diagnostics window 2026-04-23~2026-05-22 KST,act_3138805896402376,(generic_placeholder),N,,,D_placeholder_needs_review,Active Meta URL Parameters placeholder,120244876670640396,meta_biocom_acid_260504,120245053918020396,meta_biocom_acid_image_muscle_260507,120245054381320396,meta_biocom_acid_musclestory2_260507,ACTIVE,ACTIVE,Y,Y,301449,549265,3,100,url_tags,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYMWFGaDGuM/,meta;meta_biocom_광고별칭;paid_social;{{ad.id}};{{adset.id}};{{campaign.id}};{{placement}};{{site_source_name}},,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.
2026-05-23 12:36:22 KST,Meta API /ads read-only snapshot 2026-05-23 12:32 KST + diagnostics window 2026-04-23~2026-05-22 KST,act_3138805896402376,(generic_placeholder),N,,,D_placeholder_needs_review,Active Meta URL Parameters placeholder,120244759209860396,meta_biocom_igg_260504,120245944940180396,meta_biocom_igg_amondstory_260521,120245944940170396,meta_biocom_igg_amondstory_260521,ACTIVE,ACTIVE,Y,Y,53886,234000,1,100,url_tags,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYlxtTmjD24/,meta;meta_biocom_광고별칭;paid_social;{{ad.id}};{{adset.id}};{{campaign.id}};{{placement}};{{site_source_name}},,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.
2026-05-23 12:36:22 KST,Meta API /ads read-only snapshot 2026-05-23 12:32 KST + diagnostics window 2026-04-23~2026-05-22 KST,act_3138805896402376,(generic_placeholder),N,,,D_placeholder_needs_review,Active Meta URL Parameters placeholder,120244759209860396,meta_biocom_igg_260504,120244879011610396,meta_biocom_igg_pregnancy_260504,120244879011600396,meta_biocom_igg_pregnancy_reel1_260504,ACTIVE,ACTIVE,Y,Y,949564,1567000,3,100,url_tags,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYBqy3cDKH3/,meta;meta_biocom_광고별칭;paid_social;{{ad.id}};{{adset.id}};{{campaign.id}};{{placement}};{{site_source_name}},,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.
2026-05-23 12:36:22 KST,Meta API /ads read-only snapshot 2026-05-23 12:32 KST + diagnostics window 2026-04-23~2026-05-22 KST,act_3138805896402376,(generic_placeholder),N,,,D_placeholder_needs_review,Active Meta URL Parameters placeholder,120244759209860396,meta_biocom_igg_260504,120245065714050396,meta_biocom_igg_skin2_260507,120245065714040396,meta_biocom_igg_skin2_reel1_260507,ACTIVE,ACTIVE,Y,Y,316404,0,0,90,url_tags,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYCAAwwjDcU/,meta;meta_biocom_광고별칭;paid_social;{{ad.id}};{{adset.id}};{{campaign.id}};{{placement}};{{site_source_name}},,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.
2026-05-23 12:36:22 KST,Meta API /ads read-only snapshot 2026-05-23 12:32 KST + diagnostics window 2026-04-23~2026-05-22 KST,act_3138805896402376,(generic_placeholder),N,,,D_placeholder_needs_review,Active Meta URL Parameters placeholder,120244759209860396,meta_biocom_igg_260504,120244759212190396,meta_biocom_igg_skin_260429,120244759214660396,meta_biocom_igg_skin_TTSreel1_260429,ACTIVE,ACTIVE,Y,Y,1255228,735000,3,100,url_tags,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYBqrxVjJto/,meta;meta_biocom_광고별칭;paid_social;{{ad.id}};{{adset.id}};{{campaign.id}};{{placement}};{{site_source_name}},,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.
2026-05-23 12:36:22 KST,Meta API /ads read-only snapshot 2026-05-23 12:32 KST + diagnostics window 2026-04-23~2026-05-22 KST,act_3138805896402376,(generic_placeholder),N,,,D_placeholder_needs_review,Active Meta URL Parameters placeholder,120245003319500396,meta_biocom_influencer_260506,120245700952890396,meta_biocom_iiari_260518,120245701139440396,meta_biocom_iiari_Igg_260518,ACTIVE,ACTIVE,Y,Y,1854655,10287200,29,100,url_tags,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DS347PzjJlX/,meta;meta_biocom_광고별칭;paid_social;{{ad.id}};{{adset.id}};{{campaign.id}};{{placement}};{{site_source_name}},,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.
2026-05-23 12:36:22 KST,Meta API /ads read-only snapshot 2026-05-23 12:32 KST + diagnostics window 2026-04-23~2026-05-22 KST,act_3138805896402376,(generic_placeholder),N,,,D_placeholder_needs_review,Active Meta URL Parameters placeholder,120245003319500396,meta_biocom_influencer_260506,120245956430970396,meta_biocom_iiari_260518 - 사본,120245956430950396,meta_biocom_iiari_acid_260518,ACTIVE,ACTIVE,Y,Y,376022,943200,2,100,url_tags,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYn13A3jEgW/,meta;meta_biocom_광고별칭;paid_social;{{ad.id}};{{adset.id}};{{campaign.id}};{{placement}};{{site_source_name}},,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.
2026-05-23 12:36:22 KST,Meta API /ads read-only snapshot 2026-05-23 12:32 KST + diagnostics window 2026-04-23~2026-05-22 KST,act_3138805896402376,(generic_placeholder),N,,,D_placeholder_needs_review,Active Meta URL Parameters placeholder,120245003319500396,meta_biocom_influencer_260506,120245372339680396,meta_biocom_layerd_260512,120245372339670396,meta_biocom_layerd_reel_260512,ACTIVE,ACTIVE,Y,Y,222868,0,0,90,url_tags,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DYOE2AjjFCE/,meta;meta_biocom_광고별칭;paid_social;{{ad.id}};{{adset.id}};{{campaign.id}};{{placement}};{{site_source_name}},,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.
2026-05-23 12:36:22 KST,Meta API /ads read-only snapshot 2026-05-23 12:32 KST + diagnostics window 2026-04-23~2026-05-22 KST,act_3138805896402376,(generic_placeholder),N,,,D_placeholder_needs_review,Active Meta URL Parameters placeholder,120245003319500396,meta_biocom_influencer_260506,120245003319520396,meta_biocom_woo_260506,120245003319510396,meta_biocom_igg_woo_260506,ACTIVE,ACTIVE,Y,Y,1060825,2181200,8,100,url_tags,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DX_mXc7jLbw/,meta;meta_biocom_광고별칭;paid_social;{{ad.id}};{{adset.id}};{{campaign.id}};{{placement}};{{site_source_name}},,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.
2026-05-23 12:36:22 KST,Meta API /ads read-only snapshot 2026-05-23 12:32 KST + diagnostics window 2026-04-23~2026-05-22 KST,act_3138805896402376,(generic_placeholder),N,,,D_placeholder_needs_review,Active Meta URL Parameters placeholder,120242626179290396,공동구매 인플루언서 파트너 광고 모음_3 (260323),120242626179270396,인플루언서 공동구매 파트너 광고,120245955028820396,meta_biocom_iiari_Igg_260518 - 사본,ACTIVE,ACTIVE,Y,Y,492742,1832400,5,100,url_tags,url_tags=utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaig… | instagram_permalink_url=https://www.instagram.com/p/DS347PzjJlX/,meta;meta_biocom_광고별칭;paid_social;{{ad.id}};{{adset.id}};{{campaign.id}};{{placement}};{{site_source_name}},,운용 상태 광고의 URL Parameters에 campaign/adset/ad dynamic macro와 campaign_alias placeholder가 있음,실제 클릭에서 {{campaign.id}}가 숫자로 치환되는지 확인. campaign_alias는 광고별칭 그대로 두지 말고 신규/수정 시 고유 alias로 관리.
2026-05-23 12:36:22 KST,Meta API /ads read-only snapshot 2026-05-23 12:32 KST + diagnostics window 2026-04-23~2026-05-22 KST,act_3138805896402376,inpork_biocom_igg,Y,/igg_store;/iggstore,https://biocom.kr/igg_store/?idx=85&utm_source=inpork_biocom_igg&utm_medium=inpork_biocom_igg&utm_campaign=inpork_biocom_igg&utm_content=inpork_biocom_igg,EXCLUDE_non_meta_ad,Growth team confirmed non-ad Inpork profile link,,,,,,,,,,,,,,,,,,,인스타그램 프로필링크 인포크 기능 유입을 구분하기 위한 UTM으로 광고가 아님.,Meta ROAS campaign mapping 대상에서 제외. 채널은 instagram_profile_link_inpork/non_meta로 분리.
