"보고 시작","보고 종료","광고 이름","광고 게재","지출 금액 (KRW)","광고 세트 예산","광고 세트 예산 유형",노출,"CPM(1,000회 노출당 비용) (KRW)",도달,빈도,CTR(전체),"링크 클릭","CPC(전체) (KRW)","구매 ROAS(광고 지출 대비 수익률)","기여 설정",결과,"결과 표시 도구","결과당 비용","캠페인 이름","캠페인 ID","광고 세트 ID","광고 ID","광고 세트 게재"
2026-03-17,2026-04-15,260116_연뜰스토리_리커버리랩,active,1306758,"캠페인 예산 사용",0,436176,2995.942005,297125,1.467988,3.726936,15780,80.386196,,"클릭 후 7일 또는 조회 후 1일",14557,actions:omni_landing_page_view,89.76835887,"26.01.16 리커버리랩 예약 캠페인",120240475481810036,120240475481820036,120240475481830036,active
2026-03-17,2026-04-15,260116_무물스토리_리커버리랩,inactive,34,"캠페인 예산 사용",0,9,3777.777778,8,1.125,0,,0,,"클릭 후 7일 또는 조회 후 1일",,,,"26.01.16 리커버리랩 예약 캠페인",120240475481810036,120240475481820036,120240476722510036,active
2026-03-17,2026-04-15,260122_연뜰스토리_스스상페,inactive,0,"캠페인 예산 사용",0,0,0,0,0,0,,0,,"클릭 후 7일 또는 조회 후 1일",,,,"26.01.16 리커버리랩 예약 캠페인",120240475481810036,120240475481820036,120240735638090036,active
2026-03-17,2026-04-15,260128_리커버리랩카뉴영상,inactive,14,"캠페인 예산 사용",0,2,7000,2,1,50,1,14,,"클릭 후 7일 또는 조회 후 1일",1,actions:omni_landing_page_view,14,"26.01.16 리커버리랩 예약 캠페인",120240475481810036,120240475481820036,120240961449780036,active
2026-03-17,2026-04-15,"260401_리커버리랩 이벤트1",inactive,4,"캠페인 예산 사용",0,1,4000,1,1,100,,4,,"클릭 후 7일 또는 조회 후 1일",,,,"26.01.16 리커버리랩 예약 캠페인",120240475481810036,120240475481820036,120243679492060036,active
2026-03-17,2026-04-15,"260401_리커버리랩 이벤트2",inactive,4,"캠페인 예산 사용",0,4,1000,4,1,0,,0,,"클릭 후 7일 또는 조회 후 1일",,,,"26.01.16 리커버리랩 예약 캠페인",120240475481810036,120240475481820036,120243679688130036,active
2026-03-17,2026-04-15,"260116_연뜰스토리_리커버리랩 - 플레이스랜딩",active,190287,"캠페인 예산 사용",0,66118,2877.990865,60916,1.085396,4.006473,2568,71.833522,,"클릭 후 7일 또는 조회 후 1일",2359,actions:omni_landing_page_view,80.66426452,"26.01.16 리커버리랩 예약 캠페인",120240475481810036,120240475481820036,120243736090550036,active
2026-03-17,2026-04-15,"260116_연뜰스토리_리커버리랩 자사몰 랜딩",inactive,63,"캠페인 예산 사용",0,23,2739.130435,23,1,0,,0,,"클릭 후 7일 또는 조회 후 1일",,,,"26.01.16 리커버리랩 예약 캠페인",120240475481810036,120240475481820036,120243786444730036,active
